,Name,id_word,CDLI No,role,profession,Original date,Converted Date
27348,nam-ha-ni[]PN,P124176.14.1,P124176,,sukkal[secretary]N,AS04 - 07 - 09,70.0709
27349,na-lu₅-ta[]PN,P124176.16.2,P124176,source,,AS04 - 07 - 09,70.0709
27350,na-lu₅-ta[]PN,P124177.7.2,P124177,source,,AS04 - 08 - 09,70.0809
27351,{d}šul-gi-iri-mu[]PN,P124177.9.1,P124177,recipient,,AS04 - 08 - 09,70.0809
27352,{d}nanše-GIR₂@g-gal[]PN,P124178.6.1,P124178,representative,,AS04 - 09 - 17,70.0917
27353,na-lu₅-ta[]PN,P124178.9.2,P124178,source,,AS04 - 09 - 17,70.0917
27354,na-lu₅-ta[]PN,P124179.6.2,P124179,source,,AS04 - 11 - 02,70.1102
27355,{d}šul-gi-iri-mu[]PN,P124179.8.1,P124179,recipient,,AS04 - 11 - 02,70.1102
27356,na-lu₅-ta[]PN,P124180.9.2,P124180,source,,AS04 - 11 - 22,70.1122
27357,{d}šul-gi-iri-mu[]PN,P124180.10.1,P124180,recipient,,AS04 - 11 - 22,70.1122
27358,na-lu₅-ta[]PN,P124181.11.2,P124181,source,,AS04 - 12 - 21,70.1221
27359,{d}šul-gi-iri-mu[]PN,P124181.12.1,P124181,recipient,,AS04 - 12 - 21,70.1221
27360,{d}nanše-GIR₂@g-gal[]PN,P124182.13.1,P124182,representative,,AS05 - 01 - 18,71.01180000000002
27361,na-lu₅-ta[]PN,P124182.19.2,P124182,source,,AS05 - 01 - 18,71.01180000000002
27362,u₂-ta₂-mi-šar-ra-am[]PN,P124183.7.1,P124183,,,AS05 - 02 - 03,71.02029999999998
27363,na-lu₅-ta[]PN,P124183.10.2,P124183,source,,AS05 - 02 - 03,71.02029999999998
27364,{d}nanše-GIR₂@g-gal[]PN,P124184.6.1,P124184,representative,,AS05 - 04 - 17,71.0417
27365,na-lu₅-ta[]PN,P124184.9.2,P124184,source,,AS05 - 04 - 17,71.0417
27366,na-lu₅-ta[]PN,P124185.6.2,P124185,source,,AS06 - 02 - 29,72.02289999999998
27367,{d}šul-gi-iri-mu[]PN,P124185.8.1,P124185,recipient,,AS06 - 02 - 29,72.02289999999998
27368,ba-ba-an-še-en[]PN,P124186.5.1,P124186,representative,,AS06 - 10 - 25,72.10249999999998
27369,na-lu₅-ta[]PN,P124186.8.2,P124186,source,,AS06 - 10 - 25,72.10249999999998
27370,na-lu₅-ta[]PN,P124187.8.2,P124187,source,,AS07 - 02 - 16,73.02159999999998
27371,ur-{d}šul-gi-ra[]PN,P124188.5.1,P124188,,šagia[cup-bearer]N,AS07 - 07 - 09,73.0709
27372,dingir-dan[]PN,P124188.8.1,P124188,,sukkal[secretary]N,AS07 - 07 - 09,73.0709
27373,bu-ša-am[]PN,P124188.12.4,P124188,,lu[person]N,AS07 - 07 - 09,73.0709
27374,ur-šar-ru-gin₇[]PN,P124188.13.2,P124188,intermediary,sukkal[secretary]N,AS07 - 07 - 09,73.0709
27375,ARAD₂-mu[]PN,P124188.14.1,P124188,representative,,AS07 - 07 - 09,73.0709
27376,na-lu₅-ta[]PN,P124188.16.2,P124188,source,,AS07 - 07 - 09,73.0709
27377,na-lu₅-ta[]PN,P124189.6.2,P124189,source,,AS07 - 07 - 13,73.0713
27378,{d}šul-gi-iri-mu[]PN,P124189.8.1,P124189,recipient,,AS07 - 07 - 13,73.0713
27379,na-lu₅-ta[]PN,P124190.6.2,P124190,source,,AS08 - 04 - 01,74.04010000000002
27380,{d}šul-gi-iri-mu[]PN,P124190.8.1,P124190,recipient,,AS08 - 04 - 01,74.04010000000002
27381,na-lu₅-ta[]PN,P124191.8.2,P124191,source,,AS08 - 08 - 05,74.0805
27382,{d}šul-gi-iri-mu[]PN,P124191.9.1,P124191,recipient,,AS08 - 08 - 05,74.0805
27383,na-lu₅-ta[]PN,P124192.7.2,P124192,source,,AS08 - 09 - 08,74.0908
27384,{d}šul-gi-iri-mu[]PN,P124192.9.1,P124192,recipient,,AS08 - 09 - 08,74.0908
27385,na-lu₅-ta[]PN,P124193.6.2,P124193,source,,AS08 - 10 - 00,74.1
27386,ARAD₂-{d}amar-{d}suen[]PN,P124193.8.1,P124193,recipient,,AS08 - 10 - 00,74.1
27387,na-lu₅-ta[]PN,P124194.12.2,P124194,source,,AS09 - 02 - 10,75.021
27388,ur-{d}en-lil₂-la₂[]PN,P124194.15.2,P124194,intermediary,dubsar[scribe]N,AS09 - 02 - 10,75.021
27389,na-lu₅-ta[]PN,P124195.10.2,P124195,source,,AS09 - 12d - 00,75.12
27390,zu-ba-ga[]PN,P124195.11.1,P124195,recipient,,AS09 - 12d - 00,75.12
27391,na-lu₅[]PN,P124196.13.1,P124196,,,AS09 - 12d - 00,75.12
27392,en-dingir-mu-ta[]PN,P124197.8.2,P124197,source,,AS01 - 04 - 03,67.0403
27393,ur-nigar{gar}[]PN,P124197.9.1,P124197,recipient,,AS01 - 04 - 03,67.0403
27394,{d}amar-{d}suen[]PN,P124197.12.2,P124197,,lugal[king]N,AS01 - 04 - 03,67.0403
27395,en-dingir-mu-ta[]PN,P124198.8.2,P124198,source,,AS04 - 09 - 19,70.09190000000001
27396,{d}šul-gi-iri-mu[]PN,P124198.9.1,P124198,recipient,,AS04 - 09 - 19,70.09190000000001
27397,en-dingir-mu-ta[]PN,P124199.8.2,P124199,source,,AS06 - 06 - 12,72.0612
27398,{d}šul-gi-iri-mu[]PN,P124199.9.1,P124199,recipient,,AS06 - 06 - 12,72.0612
27399,ku-ba-tum[]PN,P124200.10.1,P124200,,,AS06 - 08 - 26,72.0826
27400,me-{d}ištaran[]PN,P124200.10.3,P124200,,,AS06 - 08 - 26,72.0826
27401,ba-ba-an-še-en[]PN,P124200.11.1,P124200,representative,,AS06 - 08 - 26,72.0826
27402,{d}šul-gi-iri-mu[]PN,P124200.14.1,P124200,representative,,AS06 - 08 - 26,72.0826
27403,en-dingir-mu-ta[]PN,P124201.5.2,P124201,source,,AS07 - 02 - 21?,73.0221
27404,{d}šul-gi-iri-mu[]PN,P124201.6.1,P124201,recipient,,AS07 - 02 - 21?,73.0221
27405,lu₂-bala-sa₆-ga[]PN,P124202.14.3,P124202,,nubanda[overseer]N,AS07 - 08 - 25,73.0825
27406,ur-{d}ba-ba₆[]PN,P124202.16.1,P124202,,muhaldim[cook]N,AS07 - 08 - 25,73.0825
27407,a-ab-ba-a[]PN,P124202.18.1,P124202,,ensik[ruler]N,AS07 - 08 - 25,73.0825
27408,šu-{d}šul-gi[]PN,P124202.19.2,P124202,intermediary,sukkal[secretary]N,AS07 - 08 - 25,73.0825
27409,ARAD₂-mu[]PN,P124202.20.1,P124202,representative,,AS07 - 08 - 25,73.0825
27410,en-dingir-mu-ta[]PN,P124202.23.2,P124202,source,,AS07 - 08 - 25,73.0825
27411,i₃-lal₃-lum[]PN,P124203.8.1,P124203,recipient,,AS07 - 08 - 00,73.08
27412,en-dingir-mu-ta[]PN,P124203.12.2,P124203,source,,AS07 - 08 - 00,73.08
27413,{d}en-lil₂-zi-ša₃-gal₂[]PN,P124204.7.1,P124204,representative,,AS07 - 09 - 04,73.0904
27414,en-dingir-mu-ta[]PN,P124204.11.2,P124204,source,,AS07 - 09 - 04,73.0904
27415,a-hu-ni[]PN,P124205.20.2,P124205,intermediary,šagia[cup-bearer]N,AS08 - 08 - 16,74.0816
27416,en-dingir-mu-ta[]PN,P124205.23.2,P124205,source,,AS08 - 08 - 16,74.0816
27417,{d}nanna-sa₆-ga[]PN,P124205.30.1,P124205,,dubsar[scribe]N,AS08 - 08 - 16,74.0816
27418,a-an-na[]PN,P124205.32.2,P124205,,,AS08 - 08 - 16,74.0816
27419,en-dingir-mu-ta[]PN,P124206.4.2,P124206,source,,AS08 - 08 - 00,74.08
27420,na-lu₅[]PN,P124206.5.1,P124206,recipient,,AS08 - 08 - 00,74.08
27421,na-ra-am-i₃-li₂-ta[]PN,P124207.5.2,P124207,source,zabardab[official]N,AS01 - 08 - 00,67.08
27422,{d}amar-{d}suen[]PN,P124207.11.2,P124207,,lugal[king]N,AS01 - 08 - 00,67.08
27423,na-ra-am-i₃-li₂-ta[]PN,P124208.4.2,P124208,source,,AS02 - 06 - 00,68.06
27424,{d}nanna-zi-ša₃-gal₂[]PN,P124208.5.1,P124208,,ensik[ruler]N,AS02 - 06 - 00,68.06
27425,{d}amar-{d}suen[]PN,P124208.10.2,P124208,,lugal[king]N,AS02 - 06 - 00,68.06
27426,na-ra-am-i₃-li₂-ta[]PN,P124209.5.2,P124209,source,,AS02 - 10 - 00,68.1
27427,ur-{d}nin-gal[]PN,P124209.6.1,P124209,,šabra[administrator]N,AS02 - 10 - 00,68.1
27428,ab-ba-sa₆-ga[]PN,P124209.9.2,P124209,intermediary,,AS02 - 10 - 00,68.1
27429,{d}amar-{d}suen[]PN,P124209.12.2,P124209,,lugal[king]N,AS02 - 10 - 00,68.1
27430,lu₂-dingir-ra-ta[]PN,P124210.9.2,P124210,source,,AS01 - 10 - 23,67.1023
27431,ur-nigar{gar}[]PN,P124210.10.1,P124210,recipient,,AS01 - 10 - 23,67.1023
27432,{d}amar-{d}suen[]PN,P124210.13.2,P124210,,lugal[king]N,AS01 - 10 - 23,67.1023
27433,lu₂-dingir-ra-ta[]PN,P124211.9.2,P124211,source,,AS02 - 04 - 02,68.04020000000001
27434,ur-nigar{gar}[]PN,P124211.10.1,P124211,recipient,,AS02 - 04 - 02,68.04020000000001
27435,{d}amar-{d}suen[]PN,P124211.13.2,P124211,,lugal[king]N,AS02 - 04 - 02,68.04020000000001
27436,lu₂-dingir-ra[]PN,P124212.5.2,P124212,source,,AS02 - 09 - 15,68.0915
27437,{d}amar-{d}suen[]PN,P124212.11.2,P124212,,lugal[king]N,AS02 - 09 - 15,68.0915
27438,lu₂-dingir-ra[]PN,P124213.5.1,P124213,,,AS05 - 08 - 00,71.08
27439,lu₂-dingir-ra-ta[]PN,P124214.9.2,P124214,source,,AS05 - 09 - 23,71.09230000000002
27440,{d}šul-gi-iri-mu[]PN,P124214.10.1,P124214,recipient,,AS05 - 09 - 23,71.09230000000002
27441,lu₂-dingir-ra-ta[]PN,P124215.6.2,P124215,source,,AS06 - 04 - 30,72.043
27442,{d}šul-gi-iri-mu[]PN,P124215.8.1,P124215,recipient,,AS06 - 04 - 30,72.043
27443,lu₂-dingir-ra-ta[]PN,P124216.6.2,P124216,source,,AS06 - 06 - 08,72.0608
27444,{d}šul-gi-iri-mu[]PN,P124216.8.1,P124216,recipient,,AS06 - 06 - 08,72.0608
27445,lu₂-dingir-ra-ta[]PN,P124217.6.2,P124217,source,,AS06 - 06 - 21,72.0621
27446,{d}šul-gi-iri-mu[]PN,P124217.8.1,P124217,recipient,,AS06 - 06 - 21,72.0621
27447,maš-tur[]PN,P124218.13.1,P124218,,šagia[cup-bearer]N,AS06 - 07 - XX,72.07
27448,lu₂-dingir-ra-ta[]PN,P124218.15.2,P124218,source,,AS06 - 07 - XX,72.07
27449,lu₂-dingir-ra-ta[]PN,P124219.6.2,P124219,source,,AS06 - 12 - 21,72.1221
27450,{d}šul-gi-iri-mu[]PN,P124219.8.1,P124219,recipient,,AS06 - 12 - 21,72.1221
27451,lu₂-dingir-ra-ta[]PN,P124220.12.2,P124220,source,,AS08 - 01 - 19,74.01190000000003
27452,lu₂-dingir-ra-ta[]PN,P124221.12.2,P124221,source,,AS08 - 01 - 19,74.01190000000003
27453,ur-{d}nin-geš-zi-da[]PN,P124221.17.1,P124221,,dubsar[scribe]N,AS08 - 01 - 19,74.01190000000003
27454,i₃-kal-la[]PN,P124221.19.2,P124221,,,AS08 - 01 - 19,74.01190000000003
27455,lu₂-dingir-ra-ta[]PN,P124222.12.2,P124222,source,,AS08 - 01 - 29,74.0129
27456,lu₂-dingir-ra-ta[]PN,P124223.6.2,P124223,source,,AS08 - 04 - 06,74.04060000000003
27457,{d}šul-gi-iri-mu[]PN,P124223.8.1,P124223,recipient,,AS08 - 04 - 06,74.04060000000003
27458,lu₂-dingir-ra-ta[]PN,P124224.6.2,P124224,source,,AS08 - 05 - 06,74.0506
27459,{d}šul-gi-iri-mu[]PN,P124224.8.1,P124224,recipient,,AS08 - 05 - 06,74.0506
27460,ARAD₂-mu[]PN,P124225.6.1,P124225,representative,,AS09 - 06 - 10,75.061
27461,lu₂-dingir-ra-ta[]PN,P124225.9.2,P124225,source,,AS09 - 06 - 10,75.061
27462,ur-sa₆-ga[]PN,P124225.11.2,P124225,intermediary,dubsar[scribe]N,AS09 - 06 - 10,75.061
27463,ma₂-sa₆-sa₆[]PN,P124226.7.1,P124226,,,AS01 - 12 - 00,67.12
27464,ba-ba-an-še-en₆[]PN,P124226.8.1,P124226,representative,,AS01 - 12 - 00,67.12
27465,šu-eš₁₈-dar-ta[]PN,P124226.9.2,P124226,source,,AS01 - 12 - 00,67.12
27466,{d}amar-{d}suen[]PN,P124226.13.2,P124226,,lugal[king]N,AS01 - 12 - 00,67.12
27467,{d}en-lil₂-la₂[]PN,P124227.4.2,P124227,,,AS07 - 09 - 00,73.09
27468,{d}en-lil₂-la₂[]PN,P124227.5.3,P124227,,zabardab[official]N,AS07 - 09 - 00,73.09
27469,šu-eš₁₈-dar-ta[]PN,P124227.8.2,P124227,source,,AS07 - 09 - 00,73.09
27470,zi-im-zi-la-ah[]PN,P124228.6.1,P124228,recipient,,AS04 - 07 - 00,70.07
27471,nir-i₃-da-gal₂[]PN,P124228.9.2,P124228,,,AS04 - 07 - 00,70.07
27472,šu-er₃-ra-ta[]PN,P124228.10.2,P124228,source,,AS04 - 07 - 00,70.07
27473,kal-{d}šul-gi[]PN,P124229.6.1,P124229,,sipad[shepherd]N,AS04 - 08 - 22,70.0822
27474,šeš-kal-la[]PN,P124229.10.2,P124229,,,AS04 - 08 - 22,70.0822
27475,šu-er₃-ra-ta[]PN,P124229.11.2,P124229,source,,AS04 - 08 - 22,70.0822
27476,šu-er₃-ra-ta[]PN,P124230.6.2,P124230,source,,AS04 - 09 - 23,70.09230000000001
27477,{d}šul-gi-iri-mu[]PN,P124230.8.1,P124230,recipient,,AS04 - 09 - 23,70.09230000000001
27478,kal-{d}šul-gi[]PN,P124231.5.1,P124231,,sipad[shepherd]N,AS05 - 06 - XX,71.06
27479,a-a-kal-la[]PN,P124232.4.2,P124232,,nagada[herdsman]N,AS04 - 12 - 00,70.12
27480,ur-{d}bil₃[]PN,P124232.6.2,P124232,,nagada[herdsman]N,AS04 - 12 - 00,70.12
27481,ur-e₂-nun-na[]PN,P124232.9.2,P124232,,nagada[herdsman]N,AS04 - 12 - 00,70.12
27482,nu-ur₂-{d}suen[]PN,P124232.12.1,P124232,recipient,,AS04 - 12 - 00,70.12
27483,{d}šul-gi-mi-šar[]PN,P124233.11.1,P124233,recipient,,XXXX - XX - XX,0.0
27484,a-hu-we-er[]PN,P124233.13.2,P124233,intermediary,,XXXX - XX - XX,0.0
27485,{d}šul-gi-iri-mu[]PN,P124233.14.2,P124233,,,XXXX - XX - XX,0.0
27486,nu-ur₂-{d}suen-ta[]PN,P124233.15.2,P124233,source,,XXXX - XX - XX,0.0
27487,e-la-ak-nu-id[]PN,P124234.5.1,P124234,,nagada[herdsman]N,AS07 - 12 - 00,73.12
27488,nu-ur₂-{d}suen-ta[]PN,P124234.8.2,P124234,source,,AS07 - 12 - 00,73.12
27489,e-pi-ri[]PN,P124235.6.2,P124235,intermediary,,AS05 - 01 - 15,71.0115
27490,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124235.8.2,P124235,source,,AS05 - 01 - 15,71.0115
27491,{d}šul-gi-iri-mu[]PN,P124235.9.1,P124235,recipient,,AS05 - 01 - 15,71.0115
27492,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124236.7.2,P124236,source,,AS05 - 06 - 09,71.0609
27493,{d}šul-gi-iri-mu[]PN,P124236.9.1,P124236,recipient,,AS05 - 06 - 09,71.0609
27494,{d}šul-gi-mi-šar[]PN,P124237.6.2,P124237,intermediary,,AS05 - 06 - 13,71.0613
27495,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124237.8.2,P124237,source,,AS05 - 06 - 13,71.0613
27496,{d}šul-gi-iri-mu[]PN,P124237.9.1,P124237,recipient,,AS05 - 06 - 13,71.0613
27497,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124238.6.2,P124238,source,,AS05 - 12 - 10,71.12100000000002
27498,{d}šul-gi-iri-mu[]PN,P124238.8.1,P124238,recipient,,AS05 - 12 - 10,71.12100000000002
27499,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124239.5.2,P124239,source,,AS06 - 04 - 12,72.0412
27500,{d}šul-gi-iri-mu[]PN,P124239.7.1,P124239,recipient,,AS06 - 04 - 12,72.0412
27501,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124240.6.2,P124240,source,,AS06 - 05 - 22,72.0522
27502,{d}šul-gi-iri-mu[]PN,P124240.8.1,P124240,recipient,,AS06 - 05 - 22,72.0522
27503,u₂-ta-mi-šar-ra-am-ta[]PN,P124241.6.2,P124241,source,,AS06 - 11 - 07,72.1107
27504,{d}šul-gi-iri-mu[]PN,P124241.8.1,P124241,recipient,,AS06 - 11 - 07,72.1107
27505,u₂-ta-mi-šar-ra-am-ta[]PN,P124242.6.2,P124242,source,,AS06 - 11 - 09,72.1109
27506,{d}šul-gi-iri-mu[]PN,P124242.8.1,P124242,recipient,,AS06 - 11 - 09,72.1109
27507,u₂-ta-mi-šar-ra-am-ta[]PN,P124243.7.2,P124243,source,,AS06 - 12 - 16,72.1216
27508,{d}šul-gi-iri-mu[]PN,P124243.9.1,P124243,recipient,,AS06 - 12 - 16,72.1216
27509,ARAD₂-mu[]PN,P124244.4.1,P124244,,,AS07 - 02 - 20,73.02199999999998
27510,lugal-ma₂-gur₈-re[]PN,P124244.6.1,P124244,,,AS07 - 02 - 20,73.02199999999998
27511,u₂-ta₂-mi-šar-ra-am[]PN,P124244.7.1,P124244,representative,,AS07 - 02 - 20,73.02199999999998
27512,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124244.10.2,P124244,source,,AS07 - 02 - 20,73.02199999999998
27513,{d}amar-{d}suen-ke₄-ne-še₃[]PN,P124245.8.3,P124245,,,AS07 - 05 - 02,73.0502
27514,ARAD₂-mu[]PN,P124245.10.1,P124245,representative,,AS07 - 05 - 02,73.0502
27515,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124245.12.2,P124245,source,,AS07 - 05 - 02,73.0502
27516,{d}amar-{d}suen-ke₄-ne-še₃[]PN,P124246.6.3,P124246,,,AS07 - 07 - 22,73.0722
27517,dingir-dan[]PN,P124246.7.1,P124246,,sukkal[secretary]N,AS07 - 07 - 22,73.0722
27518,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124246.10.2,P124246,source,,AS07 - 07 - 22,73.0722
27519,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124247.6.2,P124247,source,,AS07 - 07 - 29,73.07289999999998
27520,{d}šul-gi-iri-mu[]PN,P124247.8.1,P124247,recipient,,AS07 - 07 - 29,73.07289999999998
27521,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124248.10.2,P124248,source,,AS07 - 12 - 19,73.12190000000002
27522,{d}šul-gi-iri-mu[]PN,P124248.11.1,P124248,recipient,,AS07 - 12 - 19,73.12190000000002
27523,u₂-ta₂-mi-šar-ra-am-ta[]PN,P124249.6.2,P124249,source,,AS08 - 04 - 14,74.04140000000002
27524,{d}šul-gi-iri-mu[]PN,P124249.8.1,P124249,recipient,,AS08 - 04 - 14,74.04140000000002
27525,tu-ra-am-{d}da-gan-ta[]PN,P124250.6.2,P124250,source,,AS05 - 02 - 19,71.0219
27526,{d}šul-gi-iri-mu[]PN,P124250.7.1,P124250,recipient,,AS05 - 02 - 19,71.0219
27527,i-tu-a[]PN,P124250.10.2,P124250,intermediary,,AS05 - 02 - 19,71.0219
27528,tu-ra-am-{d}da-gan-ta[]PN,P124251.6.2,P124251,source,,AS05 - 07 - 03,71.07029999999997
27529,{d}šul-gi-iri-mu[]PN,P124251.8.1,P124251,recipient,,AS05 - 07 - 03,71.07029999999997
27530,nig₂-mu-mu-kal-le[]PN,P124251.10.2,P124251,intermediary,,AS05 - 07 - 03,71.07029999999997
27531,tu-ra-am-{d}da-gan-ta[]PN,P124252.6.2,P124252,source,,AS05 - 07 - 12,71.07119999999998
27532,{d}šul-gi-iri-mu[]PN,P124252.7.1,P124252,recipient,,AS05 - 07 - 12,71.07119999999998
27533,nig₂-mu-mu-kal-le[]PN,P124252.10.2,P124252,intermediary,,AS05 - 07 - 12,71.07119999999998
27534,i-tu-a[]PN,P124253.6.2,P124253,intermediary,,AS05 - 08 - 14,71.0814
27535,tu-ra-am-{d}da-gan-ta[]PN,P124253.7.2,P124253,source,,AS05 - 08 - 14,71.0814
27536,{d}šul-gi-iri-mu[]PN,P124253.9.1,P124253,recipient,,AS05 - 08 - 14,71.0814
27537,nig₂-mu-mu-kal-le[]PN,P124254.6.2,P124254,intermediary,,AS05 - 08 - 21,71.0821
27538,tu-ra-am-{d}da-gan-ta[]PN,P124254.8.2,P124254,source,,AS05 - 08 - 21,71.0821
27539,{d}šul-gi-iri-mu[]PN,P124254.9.1,P124254,recipient,,AS05 - 08 - 21,71.0821
27540,nig₂-mu-mu-kal-le[]PN,P124255.6.2,P124255,intermediary,,AS05 - 10 - 15,71.10149999999999
27541,tu-ra-am-{d}da-gan-ta[]PN,P124255.8.2,P124255,source,,AS05 - 10 - 15,71.10149999999999
27542,{d}šul-gi-iri-mu[]PN,P124255.9.1,P124255,recipient,,AS05 - 10 - 15,71.10149999999999
27543,tu-ra-am-{d}da-gan-ta[]PN,P124256.5.2,P124256,source,,AS05 - 11 - 02,71.1102
27544,{d}šul-gi-iri-mu[]PN,P124256.7.1,P124256,recipient,,AS05 - 11 - 02,71.1102
27545,nig₂-mu-mu-kal-le[]PN,P124257.7.2,P124257,intermediary,,AS05 - 12 - 17,71.1217
27546,tu-ra-am-{d}da-gan-ta[]PN,P124257.9.2,P124257,source,,AS05 - 12 - 17,71.1217
27547,{d}šul-gi-iri-mu[]PN,P124257.10.1,P124257,recipient,,AS05 - 12 - 17,71.1217
27548,a-hu-we-er[]PN,P124258.6.1,P124258,recipient,,AS06 - 03 - 10,72.031
27549,tu-ra-am-{d}da-gan-ta[]PN,P124258.9.2,P124258,source,,AS06 - 03 - 10,72.031
27550,tu-ra-am-{d}da-gan-ta[]PN,P124259.5.2,P124259,source,,AS06 - 03 - 21,72.0321
27551,{d}šul-gi-iri-mu[]PN,P124259.7.1,P124259,recipient,,AS06 - 03 - 21,72.0321
27552,{d}šul-gi-iri-mu[]PN,P124260.10.1,P124260,recipient,,AS05 - 08 - 09+10,71.0809
27553,tah-ša-tal-ta[]PN,P124263.5.2,P124263,source,,AS06 - 06 - 09,72.0609
27554,{d}šul-gi-iri-mu[]PN,P124263.6.1,P124263,recipient,,AS06 - 06 - 09,72.0609
27555,tah-ša-tal-ta[]PN,P124264.6.2,P124264,source,,AS06 - 06 - 24,72.0624
27556,{d}šul-gi-iri-mu[]PN,P124264.8.1,P124264,recipient,,AS06 - 06 - 24,72.0624
27557,tah-ša-tal-ta[]PN,P124265.6.2,P124265,source,,AS06 - 09 - 03,72.0903
27558,{d}šul-gi-iri-mu[]PN,P124265.8.1,P124265,recipient,,AS06 - 09 - 03,72.0903
27559,ta₂-hi-iš-a-tal-ta[]PN,P124266.6.2,P124266,source,,AS06 - 12 - 04,72.1204
27560,{d}šul-gi-iri-mu[]PN,P124266.8.1,P124266,recipient,,AS06 - 12 - 04,72.1204
27561,i₃-lal₃-lum[]PN,P124267.4.1,P124267,,,AS07 - 02 - 15,73.02149999999997
27562,u₂-ta₂-mi-šar-ra-am[]PN,P124267.5.1,P124267,representative,,AS07 - 02 - 15,73.02149999999997
27563,tah-ša-tal-ta[]PN,P124267.8.2,P124267,source,,AS07 - 02 - 15,73.02149999999997
27564,tah-ša-tal-ta[]PN,P124268.5.2,P124268,source,,AS07 - 09 - 03,73.0903
27565,{d}šul-gi-iri-mu[]PN,P124268.7.1,P124268,recipient,,AS07 - 09 - 03,73.0903
27566,tah-ša-tal[]PN,P124269.7.1,P124269,,,AS07 - 12 - 00,73.12
27567,ta₂-hi-iš-a-tal-ta[]PN,P124270.5.2,P124270,source,,AS08 - 06 - 01,74.0601
27568,{d}šul-gi-iri-mu[]PN,P124270.7.1,P124270,recipient,,AS08 - 06 - 01,74.0601
27569,a-a-kal-la[]PN,P124271.6.2,P124271,,,AS09 - 11 - 01,75.1101
27570,ta₂-hi-iš-a-tal-ta[]PN,P124271.9.2,P124271,source,,AS09 - 11 - 01,75.1101
27571,a-a-kal-la[]PN,P124271.20.1,P124271,,šabra[administrator]N,AS09 - 11 - 01,75.1101
27572,šu-ma-ma-ta[]PN,P124272.10.2,P124272,source,,AS06 - 11 - 08,72.1108
27573,{d}šul-gi-iri-mu[]PN,P124272.11.1,P124272,recipient,,AS06 - 11 - 08,72.1108
27574,šu-ma-ma-ta[]PN,P124274.10.2,P124274,source,,AS07 - 04 - 06,73.04060000000003
27575,{d}šul-gi-iri-mu[]PN,P124274.11.1,P124274,recipient,,AS07 - 04 - 06,73.04060000000003
27576,šu-ma-ma-ta[]PN,P124275.6.2,P124275,source,,AS07 - 05 - 10,73.051
27577,{d}šul-gi-iri-mu[]PN,P124275.8.1,P124275,recipient,,AS07 - 05 - 10,73.051
27578,šu-ma-ma-ta[]PN,P124276.8.2,P124276,source,,AS07 - 11 - 14,73.1114
27579,{d}šul-gi-iri-mu[]PN,P124276.9.1,P124276,recipient,,AS07 - 11 - 14,73.1114
27580,{d}en-lil₂-zi-ša₃-gal₂[]PN,P124277.7.1,P124277,representative,,AS07 - 11 - 20,73.112
27581,šu-ma-ma-ta[]PN,P124277.10.2,P124277,source,,AS07 - 11 - 20,73.112
27582,šu-ma-ma-ta[]PN,P124278.5.2,P124278,source,,AS08 - 04 - 22,74.04220000000002
27583,{d}šul-gi-iri-mu[]PN,P124278.7.1,P124278,recipient,,AS08 - 04 - 22,74.04220000000002
27584,zu-ba-ga-ta[]PN,P124281.6.2,P124281,source,,AS08 - 05 - 08,74.0508
27585,{d}šul-gi-iri-mu[]PN,P124281.8.1,P124281,recipient,,AS08 - 05 - 08,74.0508
27586,zu-ba-ga-ta[]PN,P124282.6.2,P124282,source,,AS08 - 05 - 10,74.051
27587,{d}šul-gi-iri-mu[]PN,P124282.8.1,P124282,recipient,,AS08 - 05 - 10,74.051
27588,a-hu-ni[]PN,P124283.5.1,P124283,,šagia[cup-bearer]N,AS08 - 06 - 04,74.0604
27589,mar-hu-ni[]PN,P124283.7.1,P124283,,lu[person]N,AS08 - 06 - 04,74.0604
27590,ri-ib-hu-ti[]PN,P124283.8.2,P124283,intermediary,sukkal[secretary]N,AS08 - 06 - 04,74.0604
27591,ARAD₂-mu[]PN,P124283.10.1,P124283,representative,,AS08 - 06 - 04,74.0604
27592,zu-ba-ga-ta[]PN,P124283.12.2,P124283,source,,AS08 - 06 - 04,74.0604
27593,ad-da-kal-la[]PN,P124283.19.1,P124283,,dubsar[scribe]N,AS08 - 06 - 04,74.0604
27594,šul-ga₂-a-ad[]PN,P124285.5.1,P124285,,lu[person]N,AS08 - 09 - 13,74.0913
27595,la-la-mu[]PN,P124285.6.2,P124285,intermediary,sukkal[secretary]N,AS08 - 09 - 13,74.0913
27596,i-ša-we-er[]PN,P124285.8.1,P124285,,,AS08 - 09 - 13,74.0913
27597,ad-da-gi-na[]PN,P124285.8.3,P124285,,lu[person]N,AS08 - 09 - 13,74.0913
27598,ri-ib-hu-ti[]PN,P124285.10.2,P124285,intermediary,sukkal[secretary]N,AS08 - 09 - 13,74.0913
